S.NO,YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,VOTES CASTED,VOTE %,MARGIN,CATEGORY,ELECTION TYPE
373,2005,Bihar,Rupauli,124,Bima Bharti,Female,Rashtriya Janata Dal,RJD,0.0,28681.0,0.0,0,GEN,Bypoll
374,2005,Bihar,Sahar,206,Ram Naresh Ram,Male,Communist Party of India (Marxist-Leninist) (Liberation),CPI(ML)(L),0.0,46288.0,0.0,0,SC,Bypoll
375,2005,Bihar,Saharsa,117,Sanjiv Kumar Jha,Male,Bharatiya Janata Party,BJP,0.0,43638.0,0.0,0,GEN,Bypoll
376,2005,Bihar,Sahebganj,54,Raju Kumar Singh,Male,Janata Dal (United),JDU,0.0,47591.0,0.0,0,GEN,Bypoll
377,2005,Bihar,Sakra,58,Bilat Paswan,Male,Janata Dal (United),JDU,0.0,37685.0,0.0,0,SC,Bypoll
378,2005,Bihar,Samastipur,95,Ram Nath Thakur,Male,Janata Dal (United),JDU,0.0,53202.0,0.0,0,GEN,Bypoll
379,2005,Bihar,Sandesh,196,Vijendra Kumar Yadav,Male,Rashtriya Janata Dal,RJD,0.0,40387.0,0.0,0,GEN,Bypoll
380,2005,Bihar,Sarairanjan,96,Ram Chandra Singh,Male,Rashtriya Janata Dal,RJD,0.0,38226.0,0.0,0,GEN,Bypoll
381,2005,Bihar,Sasaram,214,Jawahar Prasad,Male,Bharatiya Janata Party,BJP,0.0,53904.0,0.0,0,GEN,Bypoll
382,2005,Bihar,Shahpur,199,Shivanand Tiwari,Male,Rashtriya Janata Dal,RJD,0.0,36085.0,0.0,0,GEN,Bypoll
383,2005,Bihar,Sheikhpura,173,Sunila Devi,Female,Indian National Congress,INC,0.0,35976.0,0.0,0,GEN,Bypoll
384,2005,Bihar,Sheohar,66,Ajit Kumar Jha,Male,Rashtriya Janata Dal,RJD,0.0,31331.0,0.0,0,GEN,Bypoll
385,2005,Bihar,Shikarpur,4,Bhagirathi Devi,Female,Bharatiya Janata Party,BJP,0.0,35147.0,0.0,0,SC,Bypoll
386,2005,Bihar,Sikandra,171,Rameshwar Paswan,Male,Lok Jan Shakti Party,LJP,0.0,64122.0,0.0,0,SC,Bypoll
387,2005,Bihar,Sikta,5,Khurshed Alias Firoz,Male,Indian National Congress,INC,0.0,35811.0,0.0,0,GEN,Bypoll
388,2005,Bihar,Sikti,131,Murli Dhar Mandal,Male,Janata Dal (United),JDU,0.0,47758.0,0.0,0,GEN,Bypoll
389,2005,Bihar,Simri-Bakhtiarpur,119,Dinesh Chandra Yadav,Male,Janata Dal (United),JDU,0.0,52572.0,0.0,0,GEN,Bypoll
390,2005,Bihar,Singheshwar,116,Rameshwar Prasad,Male,Janata Dal (United),JDU,0.0,35006.0,0.0,0,GEN,Bypoll
391,2005,Bihar,Singhia,101,Dr. Ashok Kumar,Male,Indian National Congress,INC,0.0,35514.0,0.0,0,SC,Bypoll
392,2005,Bihar,Sitamarhi,67,Sunil Kumar Alias Pintu,Male,Bharatiya Janata Party,BJP,0.0,51447.0,0.0,0,GEN,Bypoll
393,2005,Bihar,Siwan,29,Byasdeo Prasad,Male,Bharatiya Janata Party,BJP,0.0,42756.0,0.0,0,GEN,Bypoll
394,2005,Bihar,Sonabarsa,121,Kishor Kumar,Male,Independent,IND,0.0,50117.0,0.0,0,GEN,Bypoll
395,2005,Bihar,Sonepur,44,Ramanuj Prasad,Male,Rashtriya Janata Dal,RJD,0.0,47680.0,0.0,0,GEN,Bypoll
396,2005,Bihar,Sugauli,11,Ramchandra Sahni,Male,Bharatiya Janata Party,BJP,0.0,35869.0,0.0,0,GEN,Bypoll
397,2005,Bihar,Sultanganj,153,Sudhanshu Shekhar,Male,Janata Dal (United),JDU,0.0,50827.0,0.0,0,SC,Bypoll
398,2005,Bihar,Supaul,112,Bijendra Prasad Yadav,Male,Janata Dal (United),JDU,0.0,48457.0,0.0,0,GEN,Bypoll
399,2005,Bihar,Surajgarha,169,Prem Ranjan Patel,Male,Bharatiya Janata Party,BJP,0.0,39703.0,0.0,0,GEN,Bypoll
400,2005,Bihar,Sursand,71,Jai Nandan Prasad,Male,Rashtriya Janata Dal,RJD,0.0,33233.0,0.0,0,GEN,Bypoll
401,2005,Bihar,Taraiya,38,Ram Das Roy,Male,Rashtriya Janata Dal,RJD,0.0,29615.0,0.0,0,GEN,Bypoll
402,2005,Bihar,Tarapur,161,Shakuni Choudhary,Male,Rashtriya Janata Dal,RJD,0.0,34643.0,0.0,0,GEN,Bypoll
403,2005,Bihar,Thakurganj,134,Gopal Kumar Agarwal,Male,Samajwadi Party,SP,0.0,38592.0,0.0,0,GEN,Bypoll
404,2005,Bihar,Tribeniganj,113,Vishwa Mohan Kumar,Male,Lok Jan Shakti Party,LJP,0.0,38606.0,0.0,0,GEN,Bypoll
405,2005,Bihar,Vaishali,52,Brishin Patel,Male,Janata Dal (United),JDU,0.0,38041.0,0.0,0,GEN,Bypoll
406,2005,Bihar,Warisnagar,94,Maheshwar Hajari,Male,Lok Jan Shakti Party,LJP,0.0,38147.0,0.0,0,SC,Bypoll
407,2005,Bihar,Warsaliganj,242,Aruna Devi,Female,Lok Jan Shakti Party,LJP,0.0,60999.0,0.0,0,GEN,Bypoll
408,2005,Bihar,Ziradei,32,Shyam Bahadur Singh,Male,Janata Dal (United),JDU,0.0,42267.0,0.0,0,GEN,Bypoll
409,2006,Bihar,Bhagalpur,59,Syed Shahnawaz Husain,Male,Bharatiya Janata Party,BJP,345000.0,195960.0,56.8,0,OTH,Bypoll
410,2006,Bihar,Patna West,58,Nitin Navin,Male,Bharatiya Janata Party,BJP,320000.0,173760.0,54.3,0,OTH,Bypoll
411,2007,Bihar,Kurhani,60,Vinod Kumar,Male,Independent,IND,228000.0,103968.0,45.6,0,OTH,Bypoll
412,2009,Bihar,Araria,6,Vijay Kumar Mandal,Male,Lok Jan Shakti Party,LJP,270000.0,138780.0,51.4,0,OTH,Bypoll
413,2009,Bihar,Aurai,1,Surendra Kumar Yadav,Male,Rashtriya Janata Dal,RJD,245000.0,128135.0,52.3,0,OTH,Bypoll
414,2009,Bihar,Bagaha,2,Raghvendra Kumar Singh,Male,Janata Dal (United),JDU,280000.0,136080.0,48.6,0,OTH,Bypoll
415,2009,Bihar,Bodh Gaya,11,Kumar Sarvjeet,Male,Lok Jan Shakti Party,LJP,255000.0,120105.0,47.1,0,OTH,Bypoll
416,2009,Bihar,Chainpur,7,Brij Kishor Vind,Male,Bharatiya Janata Party,BJP,250000.0,116250.0,46.5,0,OTH,Bypoll
417,2009,Bihar,Chenari,8,Murari Prasad Gautam,Male,Indian National Congress,INC,240000.0,117360.0,48.9,0,OTH,Bypoll
418,2009,Bihar,Ghoshi,12,Shanti Sharma,Female,Independent,IND,230000.0,105340.0,45.8,0,OTH,Bypoll
419,2009,Bihar,Maharajganj,2,Uma Shankar Singh,Male,Rashtriya Janata Dal,RJD,1312000.0,639144.0,48.7,0,OTH,Bypoll
420,2009,Bihar,Phulwari Sharif,10,Ramprit Mandal,Male,Janata Dal (United),JDU,310000.0,164920.0,53.2,0,OTH,Bypoll
421,2009,Bihar,Ramgarh,9,Ambika Singh,Male,Rashtriya Janata Dal,RJD,265000.0,134620.0,50.8,0,OTH,Bypoll
422,2009,Bihar,Simri Bakhtiarpur,5,Zafar Alam,Male,Rashtriya Janata Dal,RJD,220000.0,108240.0,49.2,0,OTH,Bypoll
423,2009,Bihar,Triveniganj,3,Pramod Kumar,Male,Janata Dal (United),JDU,260000.0,130260.0,50.1,0,OTH,Bypoll
424,2009,Bihar,Warisnagar,4,Viswanath Paswan,Male,Lok Jan Shakti Party,LJP,235000.0,112330.0,47.8,0,OTH,Bypoll
425,2011,Bihar,Daraunda,15,Kavita Singh,Female,Janata Dal (United),JDU,232000.0,114840.0,49.5,0,OTH,Bypoll
426,2011,Bihar,Laukaha,13,Satish Kumar Sah,Male,Janata Dal (United),JDU,248000.0,135408.0,54.6,0,OTH,Bypoll
427,2011,Bihar,Purnia,14,Kiran Keshri,Female,Bharatiya Janata Party,BJP,285000.0,148485.0,52.1,0,OTH,Bypoll
428,2013,Bihar,Kalyanpur,16,Manju Kumari,Female,Janata Dal (United),JDU,256000.0,131072.0,51.2,0,OTH,Bypoll
429,2013,Bihar,Maharajganj,3,Prabhunath Singh,Male,Rashtriya Janata Dal,RJD,1450000.0,713400.0,49.2,0,OTH,Bypoll
430,2014,Bihar,Banka,19,Ramnarayan Mandal,Male,Bharatiya Janata Party,BJP,275000.0,146300.0,53.2,0,OTH,Bypoll
431,2014,Bihar,Bhagalpur,26,Ajeet Sharma,Male,Indian National Congress,INC,340000.0,159120.0,46.8,0,OTH,Bypoll
432,2014,Bihar,Chapra,22,Anil Kumar Sharma,Male,Rashtriya Janata Dal,RJD,295000.0,141305.0,47.9,0,OTH,Bypoll
433,2014,Bihar,Hajipur,18,Awadhesh Kumar Singh,Male,Bharatiya Janata Party,BJP,312000.0,170040.0,54.5,0,OTH,Bypoll
434,2014,Bihar,Jale,24,Sudhir Kumar Singh,Male,Janata Dal (United),JDU,278000.0,140668.0,50.6,0,OTH,Bypoll
435,2014,Bihar,Maharajganj,6,Ganesh Singh,Male,Bharatiya Janata Party,BJP,1480000.0,793280.0,53.6,0,OTH,Bypoll
436,2014,Bihar,Mohania,20,Anil Kumar,Male,Bharatiya Janata Party,BJP,245000.0,129605.0,52.9,0,OTH,Bypoll
437,2014,Bihar,Mohiuddinnagar,23,Md. Javed,Male,Rashtriya Janata Dal,RJD,252000.0,124236.0,49.3,0,OTH,Bypoll
438,2014,Bihar,Narkatiaganj,17,Randhir Kumar Singh,Male,Bharatiya Janata Party,BJP,298000.0,166284.0,55.8,0,OTH,Bypoll
439,2014,Bihar,Parbatta,25,Vijay Kumar Mandal,Male,Janata Dal (United),JDU,262000.0,133882.0,51.1,0,OTH,Bypoll
440,2014,Bihar,Rajnagar,21,Md. Istiyaq,Male,Rashtriya Janata Dal,RJD,268000.0,130516.0,48.7,0,OTH,Bypoll
441,2016,Bihar,Harlakhi,27,Sudhanshu Shekhar,Male,Rashtriya Lok Samta Party,Other,263000.0,140442.0,53.4,0,OTH,Bypoll
442,2018,Bihar,Araria,4,Sarfaraz Alam,Male,Rashtriya Janata Dal,RJD,1587000.0,837936.0,52.8,0,OTH,Bypoll
443,2018,Bihar,Bhabua,29,Rinki Rani Pandey,Female,Bharatiya Janata Party,BJP,285000.0,156180.0,54.8,0,OTH,Bypoll
444,2018,Bihar,Jehanabad,5,Chandeshwar Verma,Male,Rashtriya Janata Dal,RJD,1350000.0,680400.0,50.4,0,OTH,Bypoll
445,2019,Bihar,Belhar,32,Ramdeo Yadav,Male,Rashtriya Janata Dal,RJD,255000.0,135405.0,53.1,0,OTH,Bypoll
446,2019,Bihar,Daraunda,34,Karanjeet Singh,Male,Independent,IND,238000.0,118286.0,49.7,0,OTH,Bypoll
447,2019,Bihar,Dehri,35,Satyanarayan Singh,Male,Bharatiya Janata Party,BJP,268000.0,140432.0,52.4,0,OTH,Bypoll
448,2019,Bihar,Kishanganj,30,Qamrul Hoda,Male,All India Majlis-e-Ittehadul Muslimeen,Other,325000.0,170950.0,52.6,0,OTH,Bypoll
449,2019,Bihar,Nathnagar,33,Laxmi Kant Mandal,Male,Janata Dal (United),JDU,242000.0,118338.0,48.9,0,OTH,Bypoll
450,2019,Bihar,Nawada,36,Kaushal Yadav,Male,Janata Dal (United),JDU,292000.0,151256.0,51.8,0,OTH,Bypoll
451,2019,Bihar,Simri Bakhtiarpur,31,Zafar Alam,Male,Rashtriya Janata Dal,RJD,228000.0,114912.0,50.4,0,OTH,Bypoll
452,2021,Bihar,Kusheshwar Asthan,37,Aman Bhushan Hajari,Male,Janata Dal (United),JDU,312000.0,163176.0,52.3,0,OTH,Bypoll
453,2021,Bihar,Tarapur,38,Rajeev Kumar Singh,Male,Janata Dal (United),JDU,298000.0,160324.0,53.8,0,OTH,Bypoll
454,2022,Bihar,Bochahan,41,Amar Paswan,Male,Rashtriya Janata Dal,RJD,275000.0,156200.0,56.8,0,OTH,Bypoll
455,2022,Bihar,Gopalganj,40,Kusum Devi,Female,Bharatiya Janata Party,BJP,310000.0,168020.0,54.2,0,OTH,Bypoll
456,2022,Bihar,Mokama,39,Neelam Devi,Female,Rashtriya Janata Dal,RJD,335000.0,185590.0,55.4,0,OTH,Bypoll
457,2024,Bihar,Belaganj,44,Surendra Yadav,Male,Janata Dal (United),JDU,306000.0,168912.0,55.2,0,OTH,Bypoll
458,2024,Bihar,Imamganj,45,Deepa Manjhi,Female,Hindustani Awam Morcha (Secular),Other,268000.0,139588.0,52.1,0,OTH,Bypoll
459,2024,Bihar,Ramgarh,43,Manohar Mandal,Male,Bharatiya Janata Party,BJP,282000.0,151152.0,53.6,0,OTH,Bypoll
460,2024,Bihar,Tarari,42,Vishal Prasad,Male,Bharatiya Janata Party,BJP,295000.0,161955.0,54.9,0,OTH,Bypoll
461,2017,Chandigarh,Chandigarh,0,Kirron Kher,Female,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
462,2004,Chhattisgarh,Alakatara,34,Chatram Devagan,Male,Bharatiya Janata Party,BJP,166485.0,97765.0,58.7,0,OTH,Bypoll
463,2004,Chhattisgarh,Dongargaon,85,Dr. Raman,Male,Bharatiya Janata Party,BJP,112636.0,80148.0,71.2,0,OTH,Bypoll
464,2004,Chhattisgarh,Keshkal,63,Sewak Ram Netam,Male,Bharatiya Janata Party,BJP,146841.0,109160.0,74.3,0,OTH,Bypoll
465,2004,Chhattisgarh,Khairagarh,88,Komal Janghel,Male,Bharatiya Janata Party,BJP,147608.0,110995.0,75.2,0,OTH,Bypoll
466,2004,Chhattisgarh,Kota,25,Dr. Renu Jogi,Female,Indian National Congress,INC,146323.0,114308.0,78.1,0,OTH,Bypoll
467,2004,Chhattisgarh,Malkharoda,38,Nirmal Sinha,Male,Bharatiya Janata Party,BJP,172862.0,101193.0,58.5,0,OTH,Bypoll
468,2004,Chhattisgarh,Rajnandgaon,11,Dev Wrat Singh,Male,Indian National Congress,INC,1163778.0,736357.0,63.3,0,OTH,Bypoll
469,2009,Chhattisgarh,Bastar,10,Dinesh Kashyap,Male,Bharatiya Janata Party,BJP,1194657.0,604245.0,50.6,0,OTH,Bypoll
470,2009,Chhattisgarh,Sanjari Balod,59,Km. Madan Sahu,Not Available,Bharatiya Janata Party,BJP,169131.0,135494.0,80.1,0,OTH,Bypoll
471,2005,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,0,Lalubhai Patel,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
472,1961,Delhi,New Delhi,1,Sucheta Kriplani,Female,Indian National Congress,INC,450000.0,237600.0,52.8,0,OTH,Bypoll
473,1985,Delhi,South Delhi,2,Arjun Singh,Male,Independent,IND,980000.0,443940.0,45.3,0,OTH,Bypoll
474,1992,Delhi,New Delhi,3,Rajesh Khanna,Male,Indian National Congress,INC,520000.0,283920.0,54.6,0,OTH,Bypoll
475,1997,Delhi,East Delhi,4,Lal Bihari Tiwari,Male,Bharatiya Janata Party,BJP,543037.0,264550.0,48.7,0,OTH,Bypoll
476,1997,Delhi,Sadar,1,Krishan Kumar,Male,Indian National Congress,INC,125000.0,65375.0,52.3,0,OTH,Bypoll
477,2004,Delhi,Baljit Nagar,0,Rajesh Lilothia,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
478,2008,Delhi,Rajouri Garden,2,Dayanand Chandila,Male,Indian National Congress,INC,145000.0,70905.0,48.9,0,OTH,Bypoll
479,2013,Delhi,Ghonda,3,Bharat Singh,Male,Bharatiya Janata Party,BJP,168000.0,91056.0,54.2,0,OTH,Bypoll
480,2014,Delhi,Krishna Nagar,4,Kiran Walia,Female,Indian National Congress,INC,172000.0,80496.0,46.8,0,OTH,Bypoll
481,2017,Delhi,Bawana,6,Ram Chander,Male,Aam Aadmi Party,AAP,285000.0,165870.0,58.2,0,OTH,Bypoll
482,2017,Delhi,Rajouri Garden,5,Manjinder Singh Sirsa,Male,Bharatiya Janata Party,BJP,178000.0,100392.0,56.4,0,OTH,Bypoll
483,2022,Delhi,Rajinder Nagar,7,Durgesh Pathak,Male,Aam Aadmi Party,AAP,165000.0,69630.0,42.2,0,OTH,Bypoll
484,1964,Goa,Marcaim,15,Dayanand Bandodkar,Male,Maharashtrawadi Gomantak Party,Lion,21340.0,14200.0,66.5,0,OTH,Bypoll
485,1970,Goa,Siroda,17,S. S. Barnable,Male,Maharashtrawadi Gomantak Party,Lion,11842.0,8940.0,54.2,0,OTH,Bypoll
486,1999,Goa,Cortalim,27,Mauvin Godinho,Male,Indian National Congress,INC,24103.0,12558.0,52.1,0,OTH,Bypoll
487,2002,Goa,Benaulim,32,Francisco Pacheco,Male,United Goans Party,INC,21980.0,12176.0,55.4,0,OTH,Bypoll
488,2005,Goa,Curchorem,37,Ramkrishna Dhavalikar,Male,Maharashtrawadi Gomantak Party,Lion,23145.0,11526.0,49.8,0,OTH,Bypoll
489,2005,Goa,Margao,31,Digambar Kamat,Male,Indian National Congress,INC,24508.0,13136.0,53.6,0,OTH,Bypoll
490,2005,Goa,Taleigao,12,Atanasio Monserrate,Male,Indian National Congress,INC,22104.0,12864.0,58.2,0,OTH,Bypoll
491,2010,Goa,Valpoi,19,Vishwajit Rane,Male,Indian National Congress,INC,23450.0,16977.0,72.4,0,OTH,Bypoll
492,2012,Goa,Cortalim,26,Alina Saldanha,Female,Bharatiya Janata Party,BJP,26132.0,0.0,100.0,0,OTH,Bypoll
493,2017,Goa,Panaji,11,Manohar Parrikar,Male,Bharatiya Janata Party,BJP,22203.0,15237.0,64.7,0,OTH,Bypoll
494,2017,Goa,Valpoi,19,Vishwajit Rane,Male,Bharatiya Janata Party,BJP,28817.0,21345.0,70.2,0,OTH,Bypoll
495,2019,Goa,Mandrem,1,Dayanand Sopte,Male,Bharatiya Janata Party,BJP,32456.0,27203.0,56.4,0,OTH,Bypoll
496,2019,Goa,Mapusa,5,Joshua D'Souza,Male,Bharatiya Janata Party,BJP,29145.0,22104.0,48.9,0,OTH,Bypoll
497,2019,Goa,Panaji,11,Atanasio Monserrate,Male,Indian National Congress,INC,22408.0,17246.0,51.2,0,OTH,Bypoll
498,2019,Goa,Shiroda,22,Subhash Shirodkar,Male,Bharatiya Janata Party,BJP,28942.0,24103.0,43.1,0,OTH,Bypoll
499,1969,Gujarat,Rajkot,0,Minoo Masani,Male,Swatantra Party,SWA,0.0,0.0,0.0,0,OTH,Bypoll
500,1975,Gujarat,Ahmedabad,0,Indulal Yagnik,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
501,1980,Gujarat,Surat,0,Kashiram Rana,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
502,1985,Gujarat,Gandhinagar,0,L.K. Advani,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
503,1990,Gujarat,Rajkot West,0,Vajubhai Vala,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
504,1995,Gujarat,Visavadar,0,Keshubhai Patel,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
505,1998,Gujarat,Patan,0,K.C. Patel,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
506,2002,Gujarat,Junagadh,0,Mahant Swami,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
507,2007,Gujarat,Porbandar,0,Babubhai Bokhiria,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
508,2009,Gujarat,Talala,0,Bhavnaben Dave,Female,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
509,2014,Gujarat,Mahuva,0,Kanubhai Kalsaria,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
510,2017,Gujarat,Unjha,0,Asha Patel,Female,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
511,2019,Gujarat,Amraiwadi,0,Jagdish Patel,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
512,2019,Gujarat,Lunawada,0,Jigneshkumar Sevak,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
513,2019,Gujarat,Radhanpur,0,Raghubhai Desai,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
514,2019,Gujarat,Tharad,0,Jivabhai Patel,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
515,2020,Gujarat,Abdasa,0,Pradyumansinh Jadeja,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
516,2022,Gujarat,Morbi,0,Kantilal Amrutiya,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
517,1968,Haryana,Bhiwani,0,Banarsi Das Gupta,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
518,1975,Haryana,Ambala,0,Devi Lal,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
519,1977,Haryana,Rohtak,0,Bhajan Lal,Male,Janata Party,JNP,0.0,0.0,0.0,0,OTH,Bypoll
520,1982,Haryana,Karnal,0,Mangal Sein,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
521,1987,Haryana,Meham,0,Om Prakash Chautala,Male,Indian National Lok Dal,INLD,0.0,0.0,0.0,0,OTH,Bypoll
522,1990,Haryana,Uchana,0,Birender Singh,Male,Janata Dal,JD,0.0,0.0,0.0,0,OTH,Bypoll
523,1996,Haryana,Bhiwani,0,Sushma Swaraj,Female,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
524,1998,Haryana,Sirsa,0,Ashok Tanwar,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
525,2002,Haryana,Adampur,0,Bhajan Lal,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
526,2005,Haryana,Ellenabad,0,Om Prakash Chautala,Male,Indian National Lok Dal,INLD,0.0,0.0,0.0,0,OTH,Bypoll
527,2008,Haryana,Jhajjar,0,Rao Inderjit Singh,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
528,2010,Haryana,Gurgaon,0,Umesh Aggarwal,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
529,2014,Haryana,Hisar,0,Dushyant Chautala,Male,Jannayak Janta Party,JJP,0.0,0.0,0.0,0,OTH,Bypoll
530,2016,Haryana,Jind,0,Hari Chand Middha,Male,Indian National Lok Dal,INLD,0.0,0.0,0.0,0,OTH,Bypoll
531,2019,Haryana,Jind,0,Krishan Lal Middha,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
532,2022,Haryana,Adampur,0,Bhavya Bishnoi,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
533,2024,Haryana,Baroda,0,Induraj Narwal,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
534,1967,Himachal Pradesh,Mandi,0,Y.S. Parmar,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
535,1975,Himachal Pradesh,Shimla,0,Virbhadra Singh,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
536,1980,Himachal Pradesh,Hamirpur,0,Shanta Kumar,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
537,1985,Himachal Pradesh,Nahan,0,Sukh Ram,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
538,1990,Himachal Pradesh,Kasauli,0,Virbhadra Singh,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
539,1995,Himachal Pradesh,Dharamsala,0,Kishan Kapoor,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
540,1998,Himachal Pradesh,Kangra,0,Shanta Kumar,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
541,2003,Himachal Pradesh,Kinnaur,0,Tek Chand Dogra,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
542,2007,Himachal Pradesh,Solan,0,Col. Dhani Ram Shandil,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
543,2011,Himachal Pradesh,Mandi,0,Virbhadra Singh,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
544,2013,Himachal Pradesh,Pachhad,0,Dayal Pyari,Female,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
545,2017,Himachal Pradesh,Dharamsala,0,Kishan Kapoor,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
546,2019,Himachal Pradesh,Dharamsala,0,Vishal Nehria,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
547,2019,Himachal Pradesh,Pachhad,0,Reena Kashyap,Female,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
548,2021,Himachal Pradesh,Arki,0,Sanjay,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
549,2021,Himachal Pradesh,Fatehpur,0,Baldev Thakur,Male,Indian National Congress,INC,0.0,0.0,0.0,0,OTH,Bypoll
550,2021,Himachal Pradesh,Jubbal-Kotkhai,0,Chetan Bragta,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
551,2023,Himachal Pradesh,Hamirpur,0,Ashish Sharma,Male,Bharatiya Janata Party,BJP,0.0,0.0,0.0,0,OTH,Bypoll
552,1997,Jammu & Kashmir,DODA,53,KHALID NAJEEB,Male,Jammu & Kashmir National Conference,JKNC,47956.0,31353.0,50.31,0,OTH,Bypoll
553,1998,Jammu & Kashmir,JAMMU EAST,72,ASHKO KUMAR,Male,Indian National Congress,INC,71832.0,24106.0,25.71,0,OTH,Bypoll
554,1999,Jammu & Kashmir,BIJBEHERA,45,ABDUL REHMAN,Male,Independent,IND,54547.0,8620.0,14.5,0,OTH,Bypoll
555,1999,Jammu & Kashmir,LANGATE,5,MOHD. SULTAN PANDIT,Male,Independent,IND,42426.0,17232.0,41.78,0,OTH,Bypoll
556,2002,Jammu & Kashmir,JAMMU,6,CHOWDHARY TALIB HUSSAIN,Male,Jammu & Kashmir National Conference,JKNC,1580191.0,728235.0,7.62,0,OTH,Bypoll
557,2003,Jammu & Kashmir,PAMPORE,32,ZAHOOR AHMAD MIR,Male,Jammu & Kashmir Peoples Democratic Party,INK POT & PEN,51688.0,19432.0,65.78,0,OTH,Bypoll
558,2004,Jammu & Kashmir,AKHNOOR,79,SHAM LAL SHARMA,Male,Indian National Congress,INC,85878.0,55302.0,6.47,0,OTH,Bypoll
559,2004,Jammu & Kashmir,BASOLHI,64,KANTA ANDOTRA,Male,Indian National Congress,INC,71915.0,42977.0,8.79,0,OTH,Bypoll
560,2004,Jammu & Kashmir,BATMALOO,25,TARIQ AHMED KARA,Male,Jammu & Kashmir Peoples Democratic Party,INK POT & PEN,106131.0,12443.0,26.26,0,OTH,Bypoll
561,2004,Jammu & Kashmir,PAHALGAM,46,MUFTI MOHAMMAD SAYEED,Male,Jammu & Kashmir Peoples Democratic Party,INK POT & PEN,64121.0,13875.0,37.29,0,OTH,Bypoll
